theta1,theta2,theta3,theta4,theta5
3.1415926535,-0.9030865823619687,2.1246196420553805,1.9200595938963783,8.979318433952318e-11
3.1413587019347284,-0.8933367130649339,2.1245773137986825,1.9199217892611886,0.00011036537537614197
3.140663628933225,-0.866500769966911,2.1244508417771315,1.9195104264669414,0.0004527058198950824
3.139517607036961,-0.8261992502575224,2.1242409951135395,1.918828582180618,0.0010438883050050477
3.137930808787405,-0.7760526511263901,2.12394854293072,1.9178793330691999,0.0019007797123610794
3.135913406726026,-0.7196814697631367,2.1235742543514857,1.9166657557996696,0.00304024692361822
3.133475573394295,-0.6607062033573843,2.12311889849865,1.9151909270390084,0.004479156820431511
3.1306274813336805,-0.6027473490987554,2.1225832444950257,1.913457923454198,0.006234376284455993
3.1273793030856525,-0.549425404176872,2.1219680614634258,1.9114698217122204,0.008322772197346711
3.1237412111916805,-0.5043608657813567,2.1212741185266637,1.9092296984800574,0.010761211440758707
3.119723378193234,-0.47117423110183154,2.1205021848075516,1.9067406304246906,0.013566560896347016
3.1153359766317825,-0.4534859973279187,2.119653029428903,1.9040056942131018,0.016755687445766686
3.1105891790487954,-0.44542736464373905,2.118727421513531,1.901027966512273,0.020345457970672762
3.1054931579857423,-0.43744251413859364,2.117726130184248,1.8978105239891854,0.024352739352720282
3.1000580859840934,-0.4295311264254066,2.116649924563868,1.8943564433108213,0.028794398473564277
3.094294135585317,-0.42169288211710226,2.1154995737752036,1.8906688011441621,0.033687302214859806
3.088211479330884,-0.413927461826605,2.114275846941067,1.8867506741561901,0.03904831745826191
3.0818202897622626,-0.406234546166839,2.112979513184272,1.8826051390138867,0.044894311085425624
3.0751307394209237,-0.3986138157507287,2.1116113416276314,1.8782352723842337,0.051242149978005996
3.068153000848336,-0.3910649511911982,2.1101721013939585,1.8736441509342125,0.05810870101765804
3.060897246585969,-0.383587633101172,2.1086625616060664,1.8688348513308055,0.06551083108603684
3.053373649175293,-0.3761815420935742,2.1070834913867666,1.8638104502409942,0.07346540706479743
3.0455923811577765,-0.36884635878132915,2.105435659858874,1.8585740243317603,0.0819892958355948
3.03756361507489,-0.36158176377736134,2.103719836145201,1.8531286502700854,0.09109936428008406
3.0292975234681028,-0.35438743769459485,2.10193678936856,1.8474774047229519,0.10081247927992024
3.020804278878884,-0.3472630611459541,2.100087288651765,1.841623364357341,0.11114550771675834
3.0120940538487035,-0.3402083147443633,2.098172103117628,1.8355696058402347,0.12211531647225346
3.0031770209190305,-0.3332228791027468,2.0961920018889626,1.8293192058386147,0.13373877242806054
2.9940633526313354,-0.32630643483402877,2.094147754088582,1.8228752410194624,0.14603274246583475
2.984763221527087,-0.3194586625511337,2.0920401288392982,1.8162407880497604,0.15901409346723108
2.9752868001477553,-0.31267924286698584,2.0898698952639254,1.80941892359649,0.17269969231390453
2.965644261034809,-0.30596785639450935,2.087637822485276,1.8024127243266324,0.1871064058875102
2.955845776729719,-0.2993241837466287,2.0853446796261625,1.7952252669071704,0.20225110106970312
2.9459015197739538,-0.292747905536268,2.082991235809399,1.7878596280050851,0.21815064474213836
2.935821662708983,-0.2862387023763518,2.080578260157798,1.7803188842873587,0.23482190378647086
2.9256163780762763,-0.2797962548798042,2.0781065217941723,1.7726061124209724,0.25228174508435575
2.915295838417303,-0.2734202436595495,2.0755767898413353,1.7647243890729085,0.2705470355174481
2.9048702162735336,-0.2671103493285121,2.0729898334220995,1.7566767909101486,0.28963464196740263
2.8943496841864373,-0.26086625249961626,2.070346421659278,1.7484663945996743,0.3095614313158749
2.883744414697483,-0.2546876337857861,2.067647323675684,1.7400962768084676,0.3303442704445197
2.873064580348141,-0.2485741737999462,2.064893308594131,1.7315695142035101,0.35200002623499205
2.8623203536798805,-0.24252555315502072,2.062085145537431,1.7228891834517839,0.374545565568947
2.8515219072341704,-0.23654145246393396,2.0592236036283977,1.71405836122027,0.39799775532803966
2.8406794135524818,-0.23062155233961024,2.056309451989844,1.705080124175951,0.422373462393925
2.829803045176283,-0.2247655333949738,2.0533434597445828,1.6959575489858083,0.4476895536482579
2.8189029746470435,-0.218973076242949,2.0503263960154268,1.6866937123168237,0.4739628959726937
2.8079893745062336,-0.21324386149646013,2.0472590299251894,1.6772916908359787,0.5012103562488874
2.7970724172953223,-0.20757756976843145,2.044142130596683,1.6677545612102558,0.5294488013584939
2.7861622755557796,-0.2019738816717873,2.040976467152722,1.658085400106636,0.5586950981831684
2.7752691218290746,-0.19643247781945186,2.037762808716118,1.6482872841921015,0.5889661136045659
2.764403128656677,-0.1909530388243496,2.0345019244096845,1.6383632901336336,0.6202787145043411
2.7535744685800565,-0.18553524529940477,2.0311945833562346,1.6283164945982145,0.6526497677641497
2.7427933141406826,-0.18017877785754152,2.0278415546785813,1.618149974252826,0.6860961402656462
2.732069837880025,-0.17488331711168437,2.024443607499537,1.6078668057644498,0.7206346988904857
2.721414212339553,-0.16964854367475746,2.021001510941916,1.5974700658000676,0.7562823105203235
