theta1,theta2,theta3,theta4,theta5
2.3561944901025518,-1.629564859117027,1.840419211323804,2.930738301383013,0.7853981634872415
2.356249568384683,-1.6295958031979847,1.8404120512502262,2.930565622479427,0.7854635887288239
2.3564141299898815,-1.6296881545538984,1.8403909091659083,2.930052239888866,0.785659886293325
2.3566871650563583,-1.6298411918543272,1.840356292275472,2.9292051347916237,0.7859870889403743
2.357067663722323,-1.6300541937688313,1.8403087077835407,2.928031288367996,0.7864452294296026
2.3575546161259857,-1.6303264389669712,1.8402486628947368,2.9265376817982767,0.7870343405206398
2.358147012405556,-1.6306572061183058,1.8401766648136828,2.9247312962627614,0.787754454973116
2.3588438426992435,-1.6310457738923958,1.8400932207450011,2.9226191129417445,0.7886056055466614
2.3596440971452584,-1.631491420958801,1.8399988378933143,2.920208113015521,0.7895878250009062
2.3605467658818102,-1.631993425987081,1.839894023463245,2.917505277664385,0.7907011460954804
2.3615508390471094,-1.632551067646796,1.839779284659416,2.914517588068632,0.7919456015900144
2.3626553067793656,-1.633163624607506,1.8396551286864502,2.9112520254085568,0.7933212242441382
2.3638591592167884,-1.6338303755387709,1.839522062748969,2.907715570864453,0.7948280468174819
2.3651613864975873,-1.6345505991101505,1.8393805940515962,2.903915205616617,0.7964661020696757
2.3665609787599737,-1.6353235739912044,1.8392312297989535,2.8998579108453426,0.7982354227603499
2.3680569261421565,-1.6361485788514931,1.8390744771956642,2.8955506677309244,0.8001360416491344
2.369648218782345,-1.6370248923605761,1.83891084344635,2.8910004574536576,0.8021679914956598
2.3713338468187497,-1.6379517931880139,1.838740835755634,2.886214261193837,0.8043313050595557
2.3731128003895807,-1.6389285600033656,1.8385649613281392,2.881199060131758,0.8066260151004526
2.374984069633047,-1.639954471476192,1.8383837273684875,2.8759618354477134,0.8090521543779806
2.3769466446873593,-1.641028806276052,1.8381976410813017,2.870509568322,0.8116097556517698
2.3789995156907273,-1.6421508430725067,1.8380072096712043,2.8648492399349115,0.8142988516814504
2.381141672781361,-1.6433198605351151,1.8378129403428178,2.8589878314667425,0.8171194752266525
2.3833721060974695,-1.6445351373334374,1.8376153403007651,2.8529323240977886,0.8200716590470064
2.3856898057772633,-1.6457959521370338,1.8374149167496687,2.846689699008344,0.823155435902142
2.3880937619589524,-1.6471015836154637,1.8372121768941507,2.8402669373787037,0.8263708385516897
2.390582964780746,-1.6484513104382874,1.8370076279388343,2.833671020389162,0.8297178997552795
2.3931564043808544,-1.6498444112750648,1.8368017770883418,2.8269089292200147,0.8331966522725417
2.395813070897488,-1.6512801647953559,1.8365951315472957,2.819987645051556,0.8368071288631063
2.398551954468856,-1.6527578496687203,1.8363881985203185,2.81291414906408,0.8405493622866035
2.4013720452331677,-1.6542767445647182,1.836181485212033,2.8056954224378825,0.8444233853026635
2.404272333328634,-1.6558361281529095,1.835975498827062,2.7983384463532572,0.8484292306709165
2.407251808893465,-1.6574352791028537,1.8357707465700273,2.7908502019904997,0.8525669311509925
2.4103094620658694,-1.6590734760841115,1.8355677356455522,2.7832376705299047,0.8568365195025217
2.413444282984057,-1.660749997766242,1.8353669732582591,2.775507833151767,0.8612380284851344
2.4166552617862394,-1.6624641228188057,1.8351689666127702,2.767667671036381,0.8657714908584606
2.419941388610625,-1.6642151299113623,1.8349742229137085,2.7597241653640414,0.8704369393821306
2.423301653595424,-1.6660022977134719,1.8347832493656966,2.7516842973150433,0.8752344068157745
2.4267350468788464,-1.6678249048946943,1.8345965531733566,2.7435550480696813,0.8801639259190223
2.430240558599102,-1.6696822301245895,1.8344146415413116,2.7353433988082503,0.8852255294515041
2.4338171788944005,-1.671573552072717,1.8342380216741838,2.7270563307110454,0.8904192501728504
2.437463897902952,-1.6734981494086372,1.834067200776596,2.718700824958361,0.8957451208426913
2.4411797057629663,-1.6754553008019102,1.8339026860531706,2.710283862730491,0.9012031742206568
2.444963592612653,-1.6774442849220952,1.8337449847085303,2.7018124252077316,0.9067934430663771
2.4488145485902226,-1.6794643804387526,1.833594603947298,2.6932934935703767,0.9125159601394822
2.4527315638338845,-1.6815148660214425,1.8334520509740955,2.6847340489987217,0.9183707581996026
2.456713628481848,-1.6835950203397245,1.8333178329935458,2.676141072673061,0.9243578700063682
2.460759732672324,-1.6857041220631583,1.8331924572102718,2.6675215457736896,0.9304773283194092
2.464868866543522,-1.6878414498613044,1.8330764308288952,2.658882449480901,0.9367291658983559
2.469040020233652,-1.6900062824037223,1.8329702610540395,2.650230764974992,0.9431134155028381
