distance,average,std
,154.51174994275007,704.3021831039408
,66.16657026782364,669.5254990955331
,46.25363351414355,22724.567883482167
,45.16894809207261,2.8823037615171174e+17
,45.039763209505544,4682.366652414577
,39.90135033867343,785.1711881581928
,35.24973934294174,1.4411518807585587e+17
,35.24973934294174,1.4411518807585587e+17
,35.24973934294174,1.4411518807585587e+17
,35.24973934294174,1.4411518807585587e+17
,35.24973934294174,1.4411518807585587e+17
,35.24973934294174,1.4411518807585587e+17
,35.22966979933747,11490.210557258388
,34.657432748762936,9.607679205057058e+16
,34.63019331514341,10343.106534677157
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
,34.044546914599884,inf
