x,y,z
-15.999999999999977,1.4366908882000289e-09,5.000000000000005
-16.020366769246493,0.0027630669690641104,5.013045341776966
-16.079336065226002,0.01105420455894575,5.051244337747024
-16.173485112371118,0.02492992473685515,5.113532324733589
-16.29914074373984,0.0445071819290419,5.199188570966517
-16.45243634392656,0.06994901268716928,5.307704585186735
-16.629364017838554,0.10144981189073586,5.438662306009147
-16.82582539044736,0.13922062289323076,5.591624151561554
-17.037683282618897,0.18347481830239526,5.766036539778892
-17.26081542912736,0.23441456054686433,5.961148164087154
-17.49117043427576,0.2922184408228207,6.175943977814805
-17.72482532137877,0.3570306897159183,6.409095473306501
-17.958043344090186,0.4289523243846807,6.658927426046785
-18.18733020495404,0.5080345408053996,6.923400813402038
-18.40948647848839,0.5942745738375796,7.200111127924567
-18.621653864156425,0.6876141346512861,7.486300812153704
-18.82135289201679,0.7879403990498371,7.778884077145852
-19.006509855255942,0.8950893682503812,8.074481964663674
-19.175471025503057,1.0088512638946212,8.369465206182909
-19.327002588164735,1.1289774599829125,8.66000224982568
-19.460275180514074,1.2551883040553187,8.942109791949614
-19.57483238743582,1.387181044919338,9.211703278663752
-19.670543012335642,1.5246369692250408,9.464645141038657
-19.74753736230106,1.6672267566197325,9.696788995461286
-19.80612814390868,1.8146129933075335,9.904018670099408
-19.846716847308038,1.9664487351716762,10.082281697626296
-19.86968670383778,2.122370982116123,10.227617828260215
-19.875283455497925,2.2819879137177868,10.336184149856468
-19.86348531056562,2.4448587442311873,10.404279537447122
-19.833863635643475,2.6104650892877155,10.428372377457034
-19.785436228038165,2.778172812249202,10.405136804094841
-19.716515521638726,2.9471834614576093,10.33150402304653
-19.635232891515543,3.118170375264596,10.233573121542587
-19.550725609219263,3.2922612268507443,10.137872345563146
-19.46296664378244,3.4692963647282076,10.04438030450866
-19.371929354204262,3.6491157449557314,9.953074822380819
-19.27758769610095,3.8315590314270245,9.863932992864557
-19.179916420714108,4.016465695131574,9.776931232594965
-19.07889126614925,4.203675112667615,9.692045332630872
-18.974489140733674,4.393026664255684,9.609250508158773
-18.86668829839743,4.584359831472678,9.528521446451897
-18.755468505996262,4.777514294896965,9.449832353111066
-18.640811202508527,4.972330031827548,9.373156996614663
-18.52269965005109,5.168647414213625,9.298468751206654
-18.401119076671538,5.366307306904762,9.225740638152214
-18.2760568108854,5.5651511663073645,9.154945365391432
-18.147502407938635,5.765021139508996,9.086055365622368
-18.015447767786114,5.965760163909866,9.019042832845287
-17.879887244787387,6.167212067378689,8.953879757400367
-17.740817749131295,6.36922166892994,8.890537959531738
-17.598238840010573,6.571634879900038,8.828989121510828
-17.452152810577637,6.77429880558164,8.769204818352428
-17.302564764722057,6.977061847258234,8.711156547156918
-17.14948268571983,7.179773804564942,8.65481575511233
-16.992917496813604,7.38228597808705,8.600153866189665
-16.832883113792565,7.584451272093367,8.547142306565217
-16.669396489649454,7.786124297289694,8.495752528803274
-16.502477651401733,7.987161473465343,8.445956034832445
-16.332149729172443,8.187421131896086,8.397724397748808
-16.1584389776356,8.386763617357067,8.351029282478637
-15.981374789939832,8.585051389591252,8.305842465333239
-15.800989704232705,8.782149124071896,8.262135852488163
-15.617319402916964,8.977923811891536,8.219881497418559
-15.430402704778801,9.17224485860472,8.179051617322116
-15.240281550136459,9.364984181848122,8.13961860856054
-15.047000979166413,9.556016307558442,8.101555061150213
-14.850609103572289,9.745218464606515,8.06483377233191
-14.651157071770127,9.932470677665247,8.029427759249245
-14.448699027771475,10.117655858128437,7.995310270764811
-14.243292063953653,10.300659892898956,7.962454798442509
-14.034996167914,10.481371730865739,7.930835086723988
-13.823874163612512,10.659683466892005,7.900425142326568
-13.609991647013937,10.835490423140335,7.871199242889422
-13.393416916447569,11.00869122756406,7.843131944894304
-13.174220897909137,11.179187889399564,7.816198090886299
-12.95247706553549,11.346885871499353,7.790372816019835
-12.728261357488321,11.511694159352007,7.765631553954224
-12.501652087488791,11.6735253266419,7.741950042122692
-12.272729852249531,11.83229559720898,7.7193043263981025
-12.041577435055363,11.987924903276642,7.697670765178076
-11.80827970574784,12.140336939824424,7.677026032911524
-11.572923517372518,12.289459214990789,7.657347123088149
-11.335597599750912,12.435223096400776,7.638611350711784
-11.096392450241678,12.577563853322815,7.620796354277837
-10.855400221957806,12.716420694569008,7.603880097274681
-10.612714609708066,12.85173680206349,7.587840869228161
-10.36843073393213,12.983459360013805,7.572657286307795
-10.12264502289932,13.1115395796311,7.558308291512743
-9.875455093440912,13.235932719355644,7.544773154455139
-9.626959630485397,13.35659810055527,7.532031470757755
-9.377258265665162,13.47349911867505,7.520063161082433
-9.126451455261254,13.586603249827911,7.508848469805328
-8.874640357750938,13.695882052826576,7.4983679633543066
-8.621926711220029,13.801311166668366,7.488602528223576
-8.368412710898868,13.902870303495177,7.479533368679908
-8.11420088707707,14.000543237061509,7.471142004174624
-7.85939398364818,14.094317786754246,7.463410266474634
-7.604094837530491,14.184185797217866,7.456320296525856
-7.3484062592055235,14.270143113649082,7.44985454106153
-7.0924309146098174,14.352189552834504,7.443995748967701
-6.8362712086099835,14.430328870014522,7.438726967417586
-6.580029170284551,14.504568721665638,7.434031537786329
-6.323806340229384,14.574920624302285,7.429893091357065
-6.067703660096438,14.641399909407516,7.426295544828885
-5.811821364568287,14.704025674609857,7.423223095636981
-5.5562588759630165,14.762820731231205,7.4206602170948255
-5.301114701656408,14.81781154833753,7.418591653367859
-5.046486334499772,14.869028193430907,7.4170024142879285
-4.792470156403841,14.916504269927218,7.415877770017243
-4.539161345250051,14.96027685156972,7.415203245570361
-4.286653785282441,15.00038641393331,7.414964615202553
-4.035039981123801,15.036876763179265,7.415147896672164
-3.7844109755515087,15.069794962223774,7.415739345384929
-3.5348562711588936,15.099191254487286,7.416725448427245
-3.286463756019379,15.125118985394442,7.418092918495676
-3.0393196334613384,15.14763452179666,7.419828687729408
-2.7935083560527865,15.166797169491208,7.421919901452117
-2.549112563885897,15.182669089011924,7.424353911829702
-2.306213027242847,15.195315209867218,7.427118271449752
-2.064888593715206,15.204803143401199,7.430200726828707
-1.8252161398411184,15.211203094453458,7.433589211852226
-1.5872705273154577,15.214587771991875,7.43727184115427
-1.3511245638204914,15.215032298891646,7.441236903439869
-1.1168489685160519,15.212614121031294,7.4454728547568525
-0.8845123422208105,15.207412915874578,7.4499683117210616
-0.6541811423083668,15.199510500703683,7.454712044699832
-0.42591966233487377,15.188990740665947,7.459692970958143
-0.19979001640777636,15.175939456792443,7.4649001477716626
0.024147871701472787,15.16044433414222,7.4703227655108595
0.2458362747040671,15.142594830221567,7.4759501407000695
0.46521966320939606,15.122482083822074,7.48177170905539
0.6822447024245878,15.100198824415966,7.487777018504959
0.896860244158731,15.075839282240988,7.49395572219523
1.1090173141570296,15.049499099200933,7.500297571486637
1.318669094795231,15.021275240701076,7.506792408941732
1.5257709031685693,14.991265908530632,7.513430161309227
1.7302801646136832,14.959570454897236,7.5202008325066565
1.9321563817050982,14.926289297710301,7.527094496604777
2.1313610987714875,14.891523837202577,7.534101290816411
2.32785786197934,14.855376373970476,7.541211408492414
2.521612175034416,14.817950028505424,7.5484150921274455
2.712591450553138,14.779348662279542,7.555702626377945
2.900764957158267,14.739676800439788,7.563064331094804
3.086103762354238,14.699039556155403,7.570490554372998
3.2685806712388485,14.657542556653851,7.577971665620439
3.448170161108851,14.615291870970589,7.585498048648276
3.624848312017454,14.572393939427867,7.593060094784586
3.7985927333418883,14.528955504847646,7.60064819601363
3.9693824864196046,14.485083545492897,7.6082527381425145
4.137198003310983,14.440885209721053,7.615864093997168
4.302021001746428,14.396467752322351,7.623472616649488
4.4638343963148035,14.351938472504509,7.6310686326773585
4.62262220594981,14.307404653473972,7.638642435459289
4.778369457769703,14.262973503552168,7.646184278505329
4.931062087324977,14.218752098753587,7.653684368825809
5.080686835307687,14.174847326740137,7.66113286033956
5.227231140774913,14.131365832054273,7.66851984732299
5.370683030938036,14.088413962520585,7.675835357901613
5.511031007568356,14.046097716692996,7.683069347585467
5.648263930068913,14.004522692211411,7.6902116928496005
5.782370895261621,13.963794034918735,7.69725218476137
5.913341113938012,13.924016388575437,7.704180522655467
6.0411637842220225,13.885293844994967,7.710986307858347
6.165827961793129,13.847729894409358,7.717659037463073
6.287322427018134,13.81142737586007,7.724188098155964
6.405635549040906,13.776488427394316,7.730562760096293
6.520755146880758,13.743014435832087,7.7367721708501245
6.632668347591329,13.711105985854084,7.742805349379739
6.741361441534486,13.68086280814498,7.748651180089526
6.846819734826673,13.652383726310648,7.754298406929892
6.949027399018561,13.625766602271737,7.7597356275599605
7.047967318073521,13.60110827981963,7.764951287570648
7.143620932715798,13.578504526003638,7.769933674768926
7.235968082225346,13.558049970001862,7.774670913524755
7.324986843763906,13.53983803910985,7.779150959181651
7.410653369325266,13.523960891464323,7.783361592532147
7.492941720412364,13.510509345100978,7.787290414359425
7.571823700555142,13.499572802926947,7.7909248400462
7.647268685795378,13.491239173170818,7.794252094252192
7.719243453279078,13.485594784853888,7.797259205661418
7.787712008112415,13.482724297808089,7.799933001800497
7.85263540865524,13.48271060674726,7.802260103929431
7.9139715904450165,13.485634738879526,7.804226922006009
7.971675188966192,13.491575744530017,7.805819649725384
8.025697361503198,13.500610580224567,7.807024259636028
8.075985608341341,13.512813983666637,7.807826498333763
8.122483593608404,13.5282583400218,7.8082118817350645
8.165130966080529,13.547013538906413,7.808165690431411
8.203863180309828,13.569146821460164,7.807672965126221
8.238611318467555,13.594722616865909,7.806718502155851
8.269301913336358,13.623802367664567,7.805286849096637
8.295856772928019,13.65644434319877,7.803362300459556
8.318192807248627,13.692703440505468,7.800928893474401
8.33622185778335,13.73263097196622,7.797970403965394
8.349850530325492,13.77627443901382,7.794470342320258
8.358980031831788,13.823677291185772,7.790411949554776
8.363506012046422,13.874878669809583,7.785778193474961
8.363318410700995,13.929913135601446,7.780551764939257
8.358301311167134,13.988810379459366,7.774715074222894
8.348332801510562,14.051594915735368,7.7682502474870505
8.33328484397416,14.1182857572772,7.76113912335528
8.313023153998827,14.188896071541489,7.753363249599854
8.287407089977634,14.263432817094847,7.744903879940891
8.2562895550297,14.34189635984074,7.735741970961135
8.223153834415113,14.422207000832394,7.725858179139453
8.191774011847732,14.502194436445736,7.715232858006122
8.16215823657819,14.581876060616148,7.703846055423403
8.134314521424887,14.661268284985315,7.691677510994696
8.108250751006322,14.740386540249485,7.6787066536059445
8.083974688953456,14.819245277288093,7.664912599103083
8.061493984114554,14.89785796806382,7.65027414810941
8.040816175762973,14.97623710628718,7.6347697839870055
8.021948697817882,15.054394207839822,7.618377670946443
8.004898882088119,15.13233981095172,7.60107565230931
7.989673960547416,15.210083476129055,7.58284124892807
7.976281066649058,15.28763378583096,7.563651657768206
7.964727235687801,15.36499834389358,7.5434837506575985
7.955019404215566,15.442183774702233,7.522314073208449
7.947164408516717,15.519195722112805,7.5001188439170745
7.9411689821487235,15.596038848125085,7.476873953447484
7.937039752552884,15.672716831311266,7.4525549641042295
7.934783236739109,15.749232365004863,7.427137109501175
7.934405836048516,15.825587155255306,7.400595294432018
7.935913829996665,15.90178191855561,7.372904094949684
7.939313369200247,15.977816379350216,7.3440377586608445
7.944610467388586,16.053689267333006,7.3139702052434945
7.951810992501952,16.12939831454426,7.282675027193978
7.960920656877377,16.20494025227855,7.250125490812096
7.971945006522535,16.280310807814804,7.216294537431388
7.9848894094777965,16.355504700982067,7.181154784903463
7.999759043266671,16.4305156405743,7.144678529344333
8.016558881433056,16.50533632063003,7.106837747151964
8.035293679165871,16.579958416591868,7.06760409730386
8.055967958008715,16.65437258136353,7.026948923944194
8.078585989653886,16.728568441281922,6.984843259270196
8.103034208059732,16.802290799631415,6.941985176551637
8.129214518170228,16.87531504857518,6.899007247232131
8.15713290152543,16.947632074097523,6.85591059755337
8.186794953146286,17.019232314452573,6.812696442422837
8.21820587580508,17.090105767266785,6.769366084397841
8.251370474227961,17.16024199687697,6.725920912654684
8.286293149241095,17.229630141905716,6.682362401943074
8.32297789187292,17.2982589230762,6.638692111526124
