distance,average,std
,150.0419467438559,509.50487505602734
,56.21774456136902,1440.4511538116185
,46.06818627446935,9.607679205057058e+16
,45.89134604064829,2617.8149883079745
,41.999342867346996,inf
,41.812915724120046,2477.6509548979407
,38.704496551824846,2.8823037615171174e+17
,38.704496551824846,2.8823037615171174e+17
,38.704496551824846,2.8823037615171174e+17
,38.704496551824846,2.8823037615171174e+17
,38.60260236706974,3894.231225175026
,37.07660660305014,2.8823037615171174e+17
,37.05058060525312,9801.411194262266
,36.311403606367236,1.4411518807585587e+17
,36.311403606367236,1.4411518807585587e+17
,36.311403606367236,1.4411518807585587e+17
,36.311403606367236,1.4411518807585587e+17
,36.311403606367236,1.4411518807585587e+17
,36.29262725053255,13033.202377824384
,35.756435063990835,2.8823037615171174e+17
,35.756435063990835,2.8823037615171174e+17
,35.74477359013711,23129.3771222637
,35.45269353525741,2.8823037615171174e+17
,35.43947685553036,17652.8639376823
,35.060433913579374,1.4411518807585587e+17
,35.060433913579374,1.4411518807585587e+17
,35.060433913579374,1.4411518807585587e+17
,35.054679666503226,39662.10727653457
,34.88862424426434,2.8823037615171174e+17
,34.88862424426434,2.8823037615171174e+17
